platform,raw_service_original,raw_service,canonical_service,service_family,source_version,source_url,source_type,collection_date,coverage_note,geography_scope
Airtasker,Aircon Cleaning,Aircon Cleaning,Cleaning,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Aircon Installation,Aircon Installation,Aircon Installation,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Aircon Repair,Aircon Repair,Aircon Repair,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Alarm Servicing,Alarm Servicing,Security Systems,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Alcohol Counselling,Alcohol Counselling,Therapy & Counselling,Health & Fitness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Aldi Grocery Delivery,Aldi Grocery Delivery,Aldi Grocery Delivery,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Alfa Romeo Service,Alfa Romeo Service,Alfa Romeo Service,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Alloy Wheel Repair,Alloy Wheel Repair,Alloy Wheel Repair,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Alterations,Alterations,Alterations,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Alternator Repair,Alternator Repair,Alternator Repair,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Alternator Replacement,Alternator Replacement,Alternator Replacement,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Aluminium Fencing,Aluminium Fencing,Fencing & Gates,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Aluminium Gutters,Aluminium Gutters,Roofing & Guttering,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Amplifier Repair,Amplifier Repair,Amplifier Repair,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Android App Development,Android App Development,Android App Development,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Anger Management Therapy,Anger Management Therapy,Therapy & Counselling,Health & Fitness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Antenna Installation,Antenna Installation,Antenna Installation,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Anxiety Counselling,Anxiety Counselling,Therapy & Counselling,Health & Fitness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Apartment Cleaning,Apartment Cleaning,Cleaning,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Apartment Painting,Apartment Painting,Painting & Decorating,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,App Development,App Development,App Development,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Apple Help,Apple Help,Apple Help,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Apple Mac Repairs,Apple Mac Repairs,Apple Mac Repairs,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Apple TV Setup,Apple TV Setup,Apple TV Setup,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Appliance Installation,Appliance Installation,Appliance Installation,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Appliance Removal and Disposal,Appliance Removal and Disposal,Removals & Moving,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Appliance Removals,Appliance Removals,Removals & Moving,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Appliance Repair,Appliance Repair,Appliance Repair,Repair Services,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Appliances,Appliances,Appliances,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Aquarium Maintenance,Aquarium Maintenance,Aquarium Maintenance,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Arabic Lessons,Arabic Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Arborist,Arborist,Arborist,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Archery Lessons,Archery Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Architects,Architects,Architectural Services,Professional Services,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Architectural Rendering & Visualisation,Architectural Rendering & Visualisation,Plastering & Rendering,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Argos Furniture Assembly,Argos Furniture Assembly,Furniture Assembly,Repair Services,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Art Removals,Art Removals,Removals & Moving,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Art Therapy,Art Therapy,Therapy & Counselling,Health & Fitness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Art Tutor,Art Tutor,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Article Writing,Article Writing,Article Writing,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Artisan Baker,Artisan Baker,Artisan Baker,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Asbestos Removal,Asbestos Removal,Removals & Moving,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Assembly,Assembly,Furniture Assembly,Repair Services,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,At Home Personal Training,At Home Personal Training,At Home Personal Training,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Attic Cleaning,Attic Cleaning,Cleaning,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Attic Ladder Installation,Attic Ladder Installation,Attic Ladder Installation,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Audi Service,Audi Service,Audi Service,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Audio Visual,Audio Visual,Audio Visual,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Auto Electrician,Auto Electrician,Electrical Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Auto Electricians,Auto Electricians,Electrical Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,AutoCAD Designer,AutoCAD Designer,AutoCAD Designer,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Awning,Awning,Awning,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Awning Repair,Awning Repair,Awning Repair,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,BBQ Assembly,BBQ Assembly,Furniture Assembly,Repair Services,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,BBQ Catering & Help,BBQ Catering & Help,Catering,Events & Creative,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,BBQ Cleaning,BBQ Cleaning,Cleaning,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,BBQ Delivery,BBQ Delivery,BBQ Delivery,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,BBQ Repair,BBQ Repair,BBQ Repair,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,BMW Service,BMW Service,BMW Service,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Baby Gift Delivery,Baby Gift Delivery,Baby Gift Delivery,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Baby Proofing,Baby Proofing,Baby Proofing,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Babysitter,Babysitter,Babysitter,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Backhoeing,Backhoeing,Backhoeing,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bagpipe Lessons,Bagpipe Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bagpiper,Bagpiper,Bagpiper,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bakers,Bakers,Bakers,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Baking Lessons,Baking Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Balcony Cleaning,Balcony Cleaning,Cleaning,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Ballet Lessons,Ballet Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Balloon Artist,Balloon Artist,Balloon Artist,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Balloon Decorators,Balloon Decorators,Painting & Decorating,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Balloon Delivery,Balloon Delivery,Balloon Delivery,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Ballroom Dance Lessons,Ballroom Dance Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Balustrading,Balustrading,Balustrading,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bamboo Fencing,Bamboo Fencing,Fencing & Gates,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bamboo Flooring,Bamboo Flooring,Flooring,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Band Hire,Band Hire,Band Hire,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Banjo Lessons,Banjo Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Barber,Barber,Hair & Barber Services,Beauty & Wellness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Barbers,Barbers,Hair & Barber Services,Beauty & Wellness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Barista,Barista,Barista,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bartending,Bartending,Bartending,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Basement Conversion,Basement Conversion,Basement Conversion,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Basement Painting,Basement Painting,Painting & Decorating,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Basketball Hoop System Assembly,Basketball Hoop System Assembly,Furniture Assembly,Repair Services,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Basketball Training,Basketball Training,Basketball Training,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bass Guitar Lessons,Bass Guitar Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bath resurfacing,Bath resurfacing,Bath resurfacing,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bathroom Cabinet Maker,Bathroom Cabinet Maker,Bathroom Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bathroom Carpet Fitting,Bathroom Carpet Fitting,Flooring,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bathroom Cladding,Bathroom Cladding,Bathroom Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bathroom Designers,Bathroom Designers,Bathroom Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bathroom Flooring,Bathroom Flooring,Flooring,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bathroom Renovation,Bathroom Renovation,Bathroom Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Baxi Boiler Repair,Baxi Boiler Repair,Heating & Boiler Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Beard Grooming,Beard Grooming,Beard Grooming,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Beautician,Beautician,Beauty & Skincare,Beauty & Wellness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Beauticians,Beauticians,Beauty & Skincare,Beauty & Wellness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bed Bug Removal,Bed Bug Removal,Removals & Moving,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bed Repairs,Bed Repairs,Bed Repairs,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Belly Dancer,Belly Dancer,Belly Dancer,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Belly Dancing Lessons,Belly Dancing Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Ben and Jerry's Delivery,Ben and Jerry's Delivery,Ben and Jerry's Delivery,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bereavement & Grief Counselling,Bereavement & Grief Counselling,Therapy & Counselling,Health & Fitness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bespoke Furniture,Bespoke Furniture,Bespoke Furniture,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bicycle Assembly,Bicycle Assembly,Furniture Assembly,Repair Services,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bicycle Courier,Bicycle Courier,Bicycle Courier,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bicycle Service,Bicycle Service,Bicycle Service,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bicycle Tyre Repair,Bicycle Tyre Repair,Tyre Services,Automotive,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bifold Door Repair,Bifold Door Repair,Doors & Door Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bike Frame Painting Service,Bike Frame Painting Service,Painting & Decorating,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bike Hanging,Bike Hanging,Bike Hanging,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bike Lessons,Bike Lessons,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bikram Yoga,Bikram Yoga,Yoga,Health & Fitness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Biology Tutor,Biology Tutor,Tutoring & Lessons,Education & Lessons,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Biomass Boiler Service,Biomass Boiler Service,Heating & Boiler Services,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bird Control,Bird Control,Bird Control,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bird Sitting,Bird Sitting,Bird Sitting,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Birmingham to Edinburgh Removals,Birmingham to Edinburgh Removals,Removals & Moving,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Birthday Balloon Delivery,Birthday Balloon Delivery,Birthday Balloon Delivery,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Birthday Decorators,Birthday Decorators,Painting & Decorating,Home & Trades,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Birthday Gift Delivery,Birthday Gift Delivery,Birthday Gift Delivery,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Birthday Grams,Birthday Grams,Birthday Grams,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Birthday Photographer,Birthday Photographer,Photography,Events & Creative,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Blacksmithing,Blacksmithing,Blacksmithing,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Blind Cleaning,Blind Cleaning,Cleaning,Cleaning & Household,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Blind Repairs,Blind Repairs,Blind Repairs,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Blog Writing,Blog Writing,Blog Writing,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Blow Dry,Blow Dry,Blow Dry,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Board-Up Service,Board-Up Service,Board-Up Service,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Boat Transport,Boat Transport,Boat Transport,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Body Piercing,Body Piercing,Tattoo & Piercing,Beauty & Wellness,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bootcamp Training,Bootcamp Training,Bootcamp Training,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Boring Excavation,Boring Excavation,Boring Excavation,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Bosch Appliance Repair,Bosch Appliance Repair,Appliance Repair,Repair Services,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
Airtasker,Boxing Instructor,Boxing Instructor,Boxing Instructor,Other / Unmapped,V2,https://www.airtasker.com/uk/services/,all_services_page,2026-09-05,Airtasker UK service taxonomy.,London
