reviewId,rating,publishedDate,text,competitor,year,manual_relevance,manual_user_type,primary_complaint_theme,secondary_complaint_theme,manual_complaint_themes,manual_severity,annotation_method,annotation_status,audit_relevance,audit_user_type,audit_primary_theme,audit_secondary_theme,audit_severity,audit_notes
691331dbf3ad271d426afc14,2,2025-11-11 14:53:47+00:00,"I own a property maintenance business and was told to try out bark for some extra leads to fill up the gaps. I purchased 60 credits. I used them on ""high intent "" and ""first to respond"" leads. 

Out of these leads which totalled to 8 in total. 4 of them were customers who were just checking the market out. Not interested in getting work done at all. 

3 of them did not answer the phone or respond to text. I have 1 pending but honestly for the amount that was spent on the credits, its not worth it. ",Bark,2025,Relevant,Service Provider / Business,Poor lead quality,,Poor lead quality,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69b822532651dc8e2057eec1,3,2026-03-16 17:31:31+00:00,Because I can't find a coach that fit me after Scarlett ,Bark,2026,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a1d5475d9a394b9e609b833,3,2026-06-01 11:44:21+00:00,"I received one very prompt response and the contractor visited site and provided a quotation to undertake the work.  He was very courteous and knowledgeable. 
However his price was astronomical.  I’m not proceeding. ",Bark,2026,Relevant,Customer,Pricing / quote transparency,,Pricing / quote transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a67de634fc9c8cd8eb10ba5,1,2026-07-28 00:40:35+00:00,I had asked please stop sending me more emails but I am still getting ,Bark,2026,Relevant,Customer,Privacy / unwanted contact,,Privacy / unwanted contact,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a7d17f616a6f3c0873937f0,1,2026-08-13 03:03:50+00:00,"My contractor gave me a good estimate by phone, also added extra for being  instead of 8 mm. my hard wood floors was 12 mm. asked me $600.00 more, I didn't argue because of was urgent to be done I asked please write down and send me the estimate he did it, I trusted him and didn't pay attention he put on estimate $4.50 per sq.f which is $1,000.00 more then we agreed for and spouse to be painted the base boards in the his estimate and he didn't do it. i suggest be very careful with this guy read every word on estimate.  ",Bark,2026,Relevant,Customer,Pricing / quote transparency,,Pricing / quote transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69f18f686a6e7f8e27a5a35e,3,2026-04-29 06:56:08+00:00,There don't reply to emails ,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a69501fa4a08d50ac06c899,1,2026-07-29 02:58:07+00:00,"Bark bites. no matter what link you click on, it's impossible to log in. no matter what password you use, it's impossible to log into their website and try, just try getting a real person or even a fake one or a place to submit a question, like, how do i log in??? and they make it easy to charge you to quit",Bark,2026,Relevant,Customer,Platform usability / technical issues,,Platform usability / technical issues,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a775e3f02858e35e1d64ffc,1,2026-08-08 18:50:07+00:00,99% Fake lead,Bark,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a5cd8ee0b0f1445e464a2d8,1,2026-07-19 16:02:22+00:00,"If you are professional avoid. I don't even understand how this is even legal . I gave it a go and bought starter pack with 50% discount it costed me 400£ , the actual price is 666£ excl VAT. 

So that gets you 370 of their credits . You can obtain leads for some credits depending on approximate budget of requests . So if project is within 250-999£ it will be around 40 credits +-10. Which is already incredibly expensive for a lead that you will compete with other 5 trades , as they claim might be more than 5 . 
But shameless part is they will say credit return guarantee for starter pack, but reply nonsense when reach them out. That's  first trap you feel they are guarantee something , but no. they will just return your credits at best( i didnt get it back ) not the money .

Then once you purchase the lead it will be absolute dead lead , with dead phone number . out 14 leads I got only 1 response the rest were absolute dead . Probably they generate them themself. Who the hell would request some project at 3 am in the UK every day? Well obviously it will be a bot (reminds pattern of mailbombing bots , as it have bit varying interval) , and you will exchange it for credits that you bought for real money . Then, you will end up chasing ghosts . Incredibly no one even blinks, Authorities should audit them properly  !",Bark,2026,Relevant,Service Provider / Business,Fake / invalid leads,Billing / refunds,Fake / invalid leads | Billing / refunds,High,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a5a340b6ac3e025638b74c6,1,2026-07-17 15:54:19+00:00,Fake website with fake leads. They ban you right after you purchase credits so you dont get to use them.,Bark,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a561d61ff9ca9d50b23ddba,2,2026-07-14 13:28:33+00:00,Didn't get any quotes or contact ,Bark,2026,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a58a9b95f3600af360ca645,1,2026-07-16 11:51:53+00:00,Terrible - signposted me to a company that I have had to report to trading standards ,Bark,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a2430a756319d3152599b77,1,2026-06-06 16:37:28+00:00,"Site à arnaque 
Les Filtres client ou prestataire non élaborés pour la France  

Le questionnaire client pas assez élaboré pour que les filtres soient en adéquation. prospects trop chers pour un résultat et bark se cache derrière ça pour ne pas rembourser des crédits ce qui n’est pas normal c’est même honteux  . 
Site se revendiquant à l’avantage du prestataire mais ce n’est pas vrai.",Bark,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a58ab6c9a7a15e2c6e68dec,3,2026-07-16 11:59:08+00:00,Too slow too respond ,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a61fa5841aff6d6a5781905,2,2026-07-23 13:26:16+00:00,Still need someone to do the work ,Bark,2026,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6964205d59225e5864ce4105,3,2026-01-12 00:12:45+00:00,"A mixed review. I have posted a few jobs recently. Some trades have shown an interest. Some I have booked and they have been satisfactory and one has been unsatisfactory. Communication with some trades are not forthcoming, high and inconsistent quotes and lack of decorum when they come to your property to survey the work. It states they are vetted by Checkatrade, but you have to use your own due diligence.",Checkatrade,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a6afca10f1bf415bfcb4115,1,2026-07-30 09:26:25+00:00,I found a tradesmen off the checkatrade app to instal a garden trellis. He confirmed the price but later on upon completion he added on extra charges that hadn’t been confirmed prior and pressured me into paying for it. Saying I had to. They were two men and I was a lone female so felt threatened and forced to pay. I complained to checkatrade and they said there’s nothing they can do. The tradesperson has deleted their profile on checkatrade and deleted their company Facebook page. Their business was only registered a few months ago so it’s obvious they’re a scam company that checkatrade hosted. Unverified reviews can be left for tradesmen on checkatrade and tradesmen’s can delete bad reviews. So that doesn’t give consumers a chance to know they are hiring a legitimate tradesperson. I’ve been scammed out of hundreds of pounds. I’m on a low income and this has affected my finances majorly. I’ve had to borrow money off family just to get by. It’s caused immense stress for me. And this is all because checkatrade are hosting scammers. My family friend is a journalist for the local newspaper and is looking into writing an article on it. Hopefully this can warn other customers.,Checkatrade,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,High,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69260d31641d31c79d53b4eb,3,2025-11-25 22:10:25+00:00,"So checkatrade is great, it does exactly what it needs to and every time I use it, I get a good number of prices and I've never had a problem with the tradesperson.
However, in my particular case (now living in Australia and renting out UK house we used to live in), it is very difficult to use. A big improvement would be to allow access to the App on international app stores (not just the UK) and to allow non-uk phone numbers on the website. I have to put in a relative's number just to use the service which is frustrating when they get a bunch of calls from tradies. Recognise that it is possible to live outside the UK but still have a property that needs attention!",Checkatrade,2025,Relevant,Customer,Platform usability / technical issues,Privacy / unwanted contact,Platform usability / technical issues | Privacy / unwanted contact,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69e356b6172eadf241084e2c,2,2026-04-18 12:02:30+00:00,Two people phoned me as a result of my enquiry. Neither gave a company name. The one who came quoted for a job which I don't feel was full carried out. The other person told me I probably needed replacement gutters before he'd even seen the house. I wouldn't use checkatrade again ,Checkatrade,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a281f1915d1fe459fd2dd15,1,2026-06-09 16:11:37+00:00,"It appears to be difficult to be able to leave a review on checkatrade. I did this twice, and received verification codes both times, but they still seem unable to apply my comments. I would have thought this would be a very simple task.  ",Checkatrade,2026,Relevant,Customer,Review trust / moderation,,Review trust / moderation,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69fdac605ab66ce62a01d5d7,3,2026-05-08 11:26:57+00:00,I have entered reviews and they haven't been posted on the checkatrade website,Checkatrade,2026,Relevant,Service Provider / Business,Review trust / moderation,,Review trust / moderation,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a20616cba0e0f6ed2d844ef,3,2026-06-03 19:16:28+00:00,Good to find trades people a lot of messers on there that over charge or not willing to take on work because the don’t believe there enough money in the job. I think all payment and connection should be done via the app as I had parade person ask be to pay for the job up front but came away from the platform to ask this ,Checkatrade,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a457237af837c9909c48d90,1,2026-07-01 22:01:59+00:00,"stay well away from this scam business. the leads provided are crap. 75% of them are either scammers or time wasters. the customer service team of check a trade are rude and not helpful. stay well away from them. 

this business gets 0 stars from me. ",Checkatrade,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
68c9775e5e3969cc945d876c,3,2025-09-16 16:42:38+00:00,My chief and only problem with it is that I could not find any way of attaching photos to a request for an estimate ,Checkatrade,2025,Relevant,Customer,Pricing / quote transparency,,Pricing / quote transparency,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a71ee7e835fe9cd3739194c,1,2026-08-04 15:51:58+00:00,"Absolutely shocking experience with Checkatrade. This was my first and will definitely be my last time using their service.

I was overcharged for an EICR that should have cost around £120 locally, yet Checkatrade charged £165 for a job that failed within seconds of visual inspection alone due to an obvious lack of RCD protection. The engineer knew this immediately but still carried out a pointless inspection and behaved unprofessionally, including swearing on the phone. They also arrived one day early to the scheduleld time, causing inconvenience to everyone.

When I raised a complaint, Checkatrade denied all responsibility, refused to acknowledge the poor workmanship, ignored the trade’s behaviour, and processed payment without my consent. They also claimed they never received my original email, despite me getting no bounce‑back or delivery failure. No proper investigation was carried out, and no accountability was taken.

Their final response was dismissive, unhelpful, and completely unprofessional. I have lost all trust in this company and will be reporting the matter and clawing back the payment through my bank.

Avoid Checkatrade express service. Avoid at all costs.

Update on 7/8/2026

Checkatrade replied to my review claiming they wanted to resolve the issue, but the email address they gave me was wrong or non‑existent. This perfectly sums up my experience: public promises, zero actual help. I’m honestly speechless at how poorly this has been handled.",Checkatrade,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a590f61977da75134483960,1,2026-07-16 19:05:37+00:00,"It is my right as a customer to express dissatisfaction with the service provided.

My concerns relate to the fixed-term contract, the manner in which the debt recovery process has been handled, the failure to achieve the agreed performance targets over several months, and the loyalty we demonstrated by continuing to make our monthly payments throughout the contract.

In addition, we were never proactively contacted to review the quality of the leads or discuss whether the service was meeting our expectations.

These are only some of the reasons for our concerns, and there are further issues that can be addressed if required.",Checkatrade,2026,Relevant,Customer,Dispute resolution / protection,,Dispute resolution / protection,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a2306acd7371c4eb1888d06,1,2026-06-05 19:26:04+00:00,"cowboy roofers , took our money but didnt do the job , our roof is still leaking , reached out to checkatrade and they keep going round and round in circles , taking weeks to even  come up with a resolution, please just give us our money back before i have to contact a lawyer",Checkatrade,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a2c940fa799f1e4b0f61cd3,1,2026-06-13 01:19:43+00:00,"A total disgrace. I employed a company to do some work on my house based on Checkatrade reviews. The company was never a so called member of Checkatrade and none of the reviews were genuine. In spite of me calling Checkatrade  numerous times, nothing was done about it. And no doubt other people got ripped off like me. Checkatrade took  no responsibility. I am currently going through Trading Standards. I think they are a disgrace. ",Checkatrade,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6911d6ff2ab3f2af5f822d94,2,2025-11-10 14:13:52+00:00,"I found the app to be pretty much unusable. It is not easy to find traders other than those selected by CaT and impossible to find reviews.
I doubt I will use again, there are websites providing a simpler service 
",Checkatrade,2025,Relevant,Customer,Platform usability / technical issues,,Platform usability / technical issues,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
68ecc05e36a975e9510ceb2b,2,2025-10-13 11:03:26+00:00,"Although a list of local tradesman came up, I found Checkatrade hard to navigate and use.
It's not clear which traders have seen the job, who is interested, and who isn't, with some responding and some not, or ignoring the job altogether. Some of the traders use the app to make contact, some text, some phone and others use Whatsapp; it all becomes a bit of a muddle. There's no way of removing the ones that aren't interested or are too expensive, so they remain there in the mix.
If you want to amend the job or add more details, you can't, so you have to add the same, updated job description as a 'new' job, but you cannot delete the original one, so more confusion ensues. Also, the 'new' job gets sent again to all the traders you originally eliminated and the confusion escalates further.
I think that next time, I may use Checkatrade to obtain a list of potential local traders, but then manage the list and contact them myself directly, rather than use the app.",Checkatrade,2025,Relevant,Customer,Platform usability / technical issues,,Platform usability / technical issues,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a65beae007b572ba48f8130,1,2026-07-26 10:00:46+00:00,Ever since posting my phone has received a stream of spam calls. Think twice before posting as your data may not be secure.,Checkatrade,2026,Relevant,Service Provider / Business,Privacy / unwanted contact,,Privacy / unwanted contact,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
68ff546ef6f1ed9c737bcbd0,2,2025-10-27 13:15:58+00:00,So so and o posted a review for an excellent company but Checkatrade posted my pictures landscape & not portrait as they were originally taken. The pictures are basically useless in landscape mode and there’s no option for me or the business to edit the review & photos. I was told to delete the review and post another. Useless really.,Checkatrade,2025,Relevant,Customer,Review trust / moderation,,Review trust / moderation,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
697ca3ce1b6eed5a56725e87,3,2026-01-30 14:27:58+00:00,Did'nt find anyone. Used local Council approved traders list,Checkatrade,2026,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6875228af1fedb7c9274a96c,2,2025-07-14 17:30:18+00:00,"BEWARE
Task - Tile small entranceway and paint hall, stairs and gloss all woodwork and doors.
I had Marshall from DK Construction give me a quote which we negotiated. He started off well but started to flag and phone and say he couldn't come the next day but it would be the following day. The guy he had with him doing the painting was excellent. He ended they final day after grouting the floor which was covered with excess grout say leave it until tomorrow and mop the floor.
WELL it was stuck like concrete and I gave up after 4 attempts by hands and knees on floor. I rang him he did come back and adjusted some tiles but I still wasn't happy. He hadn't gone u der the toilet but round it and I was left with a half inch strip of sealant around the toilet.  He said he would come back on Saturday. He tang with an excuse saying he would come the following Wednesday he couldn't make it so he said the next Saturday and you've guessed it he couldn't make it he would be round on the Monday well I never even got an excuse. Hense no contact since then.
I have attached a Tew photos, this how I'm left.",Checkatrade,2025,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a50df6a0894d5ae0e4b51a4,1,2026-07-10 14:02:50+00:00,So I got a company to come and put a fence and gates up from checkatrade he took the £1750 and never came back I have put a complaint in with checkatrade all they are doing is protecting the company no help what so ever they wouldn't even let me speak to someone higher the advisors are bitchy and no help what so ever there worse than the trade they are suppose to vet them that they are proper trade people they rip people off cow boys DO NOT get anyone from checkatrade you will get ripped off there vetting system is 10 questions on a questionnaire for them to get verified absolutely a joke the company was called enterprise driveway and landscaping  so do not use these they will take your money I got a invoice with a false address of the company and checkatrade are protecting them even though I have got alot of proof screenshot of messages we got the email to say we don't qualify for the £1000 what you advertise saying not enough evidence i mean how much more evidence do u need u had bank statements text messages invoice  pictures videos u even wouldn't give us the address for trading standards checkatrade are as bad as the cow boys who stole our money it's a lie do not fall for it I don't think they have ever gave the £1000 out they advertise that do not get any trades person off checkatrade because if u have a problem like we did u won't get your money back cow boys ,Checkatrade,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
